item_id,relative,line_start,line_end,historical_status,verdict,reason,current_independent_evidence,original_text
FFH-0070,task_plan.md,127,127,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,### 3.2 场景矩阵（13/13 通过，两轮稳定）
FFH-0071,task_plan.md,130,130,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 1 | ✓ | canonical_path 断言用 Path.parts（Windows 反斜杠）|
FFH-0072,task_plan.md,131,131,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,"| 2 | ✓ | sidecar company_name ""Apple Inc."" 兜底命中（非 security_id——实体匹配只比较 canonical_name）|"
FFH-0073,task_plan.md,132,132,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 3 | ✓ | 旧 sidecar https → scan 补 hash/capture_trace → capture_ready reuse |
FFH-0074,task_plan.md,133,133,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 4 | ✓ | not_found；文件集不变 |
FFH-0075,task_plan.md,134,134,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 5 | ✓ | fiscal_year 1999 → not_found |
FFH-0076,task_plan.md,135,135,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 6 | ✓ | as_of 2025-01-01 < published 2025-03-14 → future_matches → not_found |
FFH-0077,task_plan.md,136,138,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,"| 7 | ✓ | **计划漂移**：期望""消息含 missing_capture_fields""不可实现——上游 Phase 16.2 静默丢弃
     非 capture_ready handle，字段细节不传播；钉住 exit 2 not_found，细节由 mock 测试
     test_capture_not_ready_carries_not_found_code 覆盖 |"
FFH-0078,task_plan.md,139,139,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 8 | ✓ | 同长字节篡改 → upstream_error，消息含 snapshot_sha256 |
FFH-0079,task_plan.md,140,140,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 9 | ✓ | 万科 → identity_error（预验证 ambiguous 钉住）|
FFH-0080,task_plan.md,141,142,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,"| 10 | ✓ | 无 master → fatal（钉住映射）；断言在 payload.error（identify 的 stderr 详情被 filing-fetch
     折进错误消息，不在自身 stderr）|"
FFH-0081,task_plan.md,143,144,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,"| 11 | ✓ | **锁机制修正**：resolve 不抢锁；ensure 的 acquisition-journal 记录（任何 outcome）抢锁 →
     场景走 ensure+已存在文档 → 一轮 5s 退避后成功；elapsed ≥ 5 断言 |"
FFH-0082,task_plan.md,145,146,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,"| 12 | ✓ | **代码修复**：subprocess TimeoutExpired 原映射 fatal → 改 upstream_error（attempt 超预算）
     （fetch_filing.py + mock 测试 test_upstream_subprocess_timeout_is_upstream_error）|"
FFH-0083,task_plan.md,147,147,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 13 | ✓ | paused→worker_paused retryable；enabled→no-op 适配器 → not_found（无网络）|
FFH-0084,task_plan.md,150,150,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,- [x] 只读共享实例 / 变异各自实例；总耗时 ~55s
FFH-0085,task_plan.md,151,152,checked_complete_or_pass_claim,historical_only,历史13场景仅隔离company_raw及no-op provider；当前未重跑该旧矩阵。样本/断言改变保留为范围限制，不继承生产通过。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,"- [x] tearDown 清理加重试（deadline 杀死的 ensure CLI 可能遗留 cwd=<tmp> 的 PowerShell 孙进程
  → WinError 32；_cleanup_temporary 6 次重试，注释说明机制）"
FFH-0086,task_plan.md,156,156,checked_complete_or_pass_claim,superseded,标题HK环境阻断与正文168追记成功不同步；需读为历史阶段状态而非当前结果。,task_plan.md:168–174; progress.md:22–25,## Phase 4 — 真实下载 E2E（opt-in）— 状态：completed（HK 环境阻断）
FFH-0087,task_plan.md,158,161,historical_requirement_or_finding,supported_scoped,下载测试有显式环境开关且使用临时catalog、真实adapter配置；存在测试代码不等于本轮运行。,tests/test_e2e_download.py; tests/e2e_support/isolated_wiki.py,"新建 tests/test_e2e_download.py。门控：
`@unittest.skipUnless(os.environ.get(""FILING_FETCH_E2E_DOWNLOAD"") == ""1"")` + 工具路径存在检查。
acquisition yaml 用**绝对 USER_PROFILE 路径**指向生产工具（fixture 的 PROJECT_ROOT 是临时目录，
生产的相对 ../ 记号会解析错）。"
FFH-0088,task_plan.md,163,166,checked_complete_or_pass_claim,historical_only,历史live成功/失败和放宽断言；本轮不运行生产写/下载。更换茅台样本或财年不等于支持原失败样本。,revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,"- [x] test_download_cn_annual_report：**宁德时代** FY2024（茅台 FY2024 在 cninfo 有两个候选——
  中文+英文版 → 协调器合理返回 AMBIGUOUS → not_found，已实测验证并注释）→ exit 0、文件落位、
  sidecar 四条件（https_url/filing_date/content_sha256/retrieved_at——注意 sidecar 无 published_date
  顶层字段，resolver 从 manifest 派生）、二次运行 reuse（mtime 不变 + journal 无第二次 downloaded_new）"
FFH-0089,task_plan.md,167,167,checked_complete_or_pass_claim,historical_only,历史live成功/失败和放宽断言；本轮不运行生产写/下载。更换茅台样本或财年不等于支持原失败样本。,revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,- [x] test_download_us_annual_report：AMD 10-K（dayu-sec）→ 全链路 21.7s 通过
FFH-0090,task_plan.md,168,174,checked_complete_or_pass_claim,historical_only,历史live成功/失败和放宽断言；本轮不运行生产写/下载。更换茅台样本或财年不等于支持原失败样本。,revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,"- [x] test_download_hk_annual_report：**已跑通（20.3s）**。根因排查：
  1) 首次""0xC0000005 崩溃""是内存压力下的间歇事件（孤儿进程+生产 worker+Playwright 并发；
     机器清理后未再出现）；2) 真正根因：**fiscal_year 不匹配**——dayu CLI 按标题推断财年，
     下载的是最新年报""2025 年報""（FY2025，filed 2026-04-09），请求 2024 被
     `_candidate_from_meta` 年份过滤永远拒绝 → discover 轮询到截止耗尽；
     适配器又强制要求 fiscal_year → 请求改为 **fiscal_year 2025** 后全链路通过
     （下载→落位→sidecar 四条件→幂等 reuse→staging 无残留）"
FFH-0091,task_plan.md,175,177,checked_complete_or_pass_claim,historical_only,历史live成功/失败和放宽断言；本轮不运行生产写/下载。更换茅台样本或财年不等于支持原失败样本。,revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,"- [x] test_download_rejects_corrupted_local_copy：**计划漂移**——上游无 quarantine-修复闭环
  （quarantine 仅存在于 scan 观察错误路径）；钉住现实：reuse-only 与 --allow-download 均
  upstream_error（永不提供损坏字节），journal 无 downloaded_new（REUSED 记录存在但无下载）"
FFH-0092,task_plan.md,178,179,checked_complete_or_pass_claim,historical_only,历史live成功/失败和放宽断言；本轮不运行生产写/下载。更换茅台样本或财年不等于支持原失败样本。,revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json; 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,"- [x] 每用例后置断言：无 operation.lock；staging 无残留字节（writer 会留下空 request 目录，
  属上游行为，断言放宽为""无文件""）"
